,dataset,model,model_id,lambda,loss,samples,combined,polarity,semantic,history
278,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=1),1.0,ContrastiveLoss,5000,0.549,0.632,0.466,"[{'combined': 0.549, 'polarity': 0.632, 'semantic': 0.466}]"
279,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.75),0.75,ContrastiveLoss,5000,0.548,0.631,0.465,"[{'combined': 0.548, 'polarity': 0.631, 'semantic': 0.465}]"
280,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.5),0.5,ContrastiveLoss,5000,0.548,0.631,0.465,"[{'combined': 0.548, 'polarity': 0.631, 'semantic': 0.465}]"
281,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.25),0.25,ContrastiveLoss,5000,0.548,0.631,0.465,"[{'combined': 0.548, 'polarity': 0.631, 'semantic': 0.465}]"
282,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.1),0.1,ContrastiveLoss,5000,0.548,0.631,0.465,"[{'combined': 0.548, 'polarity': 0.631, 'semantic': 0.465}]"
283,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=10),10.0,TripletLoss,5000,0.55,0.635,0.466,"[{'combined': 0.55, 'polarity': 0.635, 'semantic': 0.466}]"
284,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=7.5),7.5,TripletLoss,5000,0.551,0.635,0.466,"[{'combined': 0.551, 'polarity': 0.635, 'semantic': 0.466}]"
285,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=5),5.0,TripletLoss,5000,0.551,0.635,0.466,"[{'combined': 0.551, 'polarity': 0.635, 'semantic': 0.466}]"
286,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=1),1.0,TripletLoss,5000,0.55,0.635,0.466,"[{'combined': 0.55, 'polarity': 0.635, 'semantic': 0.466}]"
287,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.1),0.1,TripletLoss,5000,0.551,0.636,0.466,"[{'semantic': 0.466, 'combined': 0.551, 'polarity': 0.636}]"
288,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.01),0.01,TripletLoss,5000,0.551,0.635,0.466,"[{'polarity': 0.635, 'semantic': 0.466, 'combined': 0.551}]"
289,sst2,e5-small-v2,MultipleNegatives(e5-small),,MultipleNegativesRankingLoss,5000,0.837,0.82,0.854,"[{'combined': 0.837, 'polarity': 0.82, 'semantic': 0.854}]"
290,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=1),1.0,OnlineContrastiveLoss,5000,0.84,0.824,0.855,"[{'combined': 0.84, 'polarity': 0.824, 'semantic': 0.855}]"
291,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.75),0.75,OnlineContrastiveLoss,5000,0.839,0.824,0.855,"[{'polarity': 0.824, 'semantic': 0.855, 'combined': 0.839}]"
292,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.5),0.5,OnlineContrastiveLoss,5000,0.838,0.821,0.855,"[{'semantic': 0.855, 'combined': 0.838, 'polarity': 0.821}]"
293,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.25),0.25,OnlineContrastiveLoss,5000,0.836,0.817,0.855,"[{'polarity': 0.817, 'semantic': 0.855, 'combined': 0.836}]"
294,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.1),0.1,OnlineContrastiveLoss,5000,0.834,0.813,0.855,"[{'combined': 0.834, 'polarity': 0.813, 'semantic': 0.855}]"
295,sst2,e5-small-v2,Contrastive(e5-small)(lambda=1),1.0,ContrastiveLoss,5000,0.84,0.824,0.855,"[{'combined': 0.84, 'polarity': 0.824, 'semantic': 0.855}]"
296,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.75),0.75,ContrastiveLoss,5000,0.839,0.824,0.855,"[{'polarity': 0.824, 'semantic': 0.855, 'combined': 0.839}]"
297,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.5),0.5,ContrastiveLoss,5000,0.838,0.821,0.855,"[{'semantic': 0.855, 'combined': 0.838, 'polarity': 0.821}]"
298,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.25),0.25,ContrastiveLoss,5000,0.836,0.816,0.855,"[{'polarity': 0.816, 'semantic': 0.855, 'combined': 0.836}]"
299,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.1),0.1,ContrastiveLoss,5000,0.834,0.813,0.855,"[{'combined': 0.834, 'polarity': 0.813, 'semantic': 0.855}]"
300,sst2,e5-small-v2,Triplet(e5-small)(lambda=10),10.0,TripletLoss,5000,0.843,0.831,0.855,"[{'combined': 0.843, 'polarity': 0.831, 'semantic': 0.855}]"
301,sst2,e5-small-v2,Triplet(e5-small)(lambda=7.5),7.5,TripletLoss,5000,0.843,0.831,0.855,"[{'combined': 0.843, 'polarity': 0.831, 'semantic': 0.855}]"
302,sst2,e5-small-v2,Triplet(e5-small)(lambda=5),5.0,TripletLoss,5000,0.843,0.831,0.855,"[{'semantic': 0.855, 'combined': 0.843, 'polarity': 0.831}]"
303,sst2,e5-small-v2,Triplet(e5-small)(lambda=1),1.0,TripletLoss,5000,0.843,0.83,0.855,"[{'combined': 0.843, 'polarity': 0.83, 'semantic': 0.855}]"
304,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.1),0.1,TripletLoss,5000,0.842,0.829,0.855,"[{'combined': 0.842, 'polarity': 0.829, 'semantic': 0.855}]"
305,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.01),0.01,TripletLoss,5000,0.839,0.823,0.855,"[{'semantic': 0.855, 'combined': 0.839, 'polarity': 0.823}]"
306,sst2,gte-small,MultipleNegatives(gte-small),,MultipleNegativesRankingLoss,5000,0.815,0.783,0.848,"[{'combined': 0.815, 'polarity': 0.783, 'semantic': 0.848}]"
307,sst2,gte-small,OnlineContrastive(gte-small)(lambda=1),1.0,OnlineContrastiveLoss,5000,0.816,0.784,0.848,"[{'combined': 0.816, 'polarity': 0.784, 'semantic': 0.848}]"
308,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.75),0.75,OnlineContrastiveLoss,5000,0.816,0.784,0.848,"[{'semantic': 0.848, 'combined': 0.816, 'polarity': 0.784}]"
309,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.5),0.5,OnlineContrastiveLoss,5000,0.816,0.783,0.848,"[{'combined': 0.816, 'polarity': 0.783, 'semantic': 0.848}]"
310,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.25),0.25,OnlineContrastiveLoss,5000,0.815,0.781,0.848,"[{'combined': 0.815, 'polarity': 0.781, 'semantic': 0.848}]"
311,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.1),0.1,OnlineContrastiveLoss,5000,0.813,0.779,0.848,"[{'combined': 0.813, 'polarity': 0.779, 'semantic': 0.848}]"
312,sst2,gte-small,Contrastive(gte-small)(lambda=1),1.0,ContrastiveLoss,5000,0.816,0.784,0.848,"[{'combined': 0.816, 'polarity': 0.784, 'semantic': 0.848}]"
313,sst2,gte-small,Contrastive(gte-small)(lambda=0.75),0.75,ContrastiveLoss,5000,0.816,0.784,0.848,"[{'polarity': 0.784, 'semantic': 0.848, 'combined': 0.816}]"
314,sst2,gte-small,Contrastive(gte-small)(lambda=0.5),0.5,ContrastiveLoss,5000,0.815,0.783,0.848,"[{'combined': 0.815, 'polarity': 0.783, 'semantic': 0.848}]"
315,sst2,gte-small,Contrastive(gte-small)(lambda=0.25),0.25,ContrastiveLoss,5000,0.814,0.781,0.848,"[{'combined': 0.814, 'polarity': 0.781, 'semantic': 0.848}]"
316,sst2,gte-small,Contrastive(gte-small)(lambda=0.1),0.1,ContrastiveLoss,5000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
317,sst2,gte-small,Triplet(gte-small)(lambda=10),10.0,TripletLoss,5000,0.818,0.789,0.848,"[{'combined': 0.818, 'polarity': 0.789, 'semantic': 0.848}]"
318,sst2,gte-small,Triplet(gte-small)(lambda=7.5),7.5,TripletLoss,5000,0.818,0.789,0.848,"[{'combined': 0.818, 'polarity': 0.789, 'semantic': 0.848}]"
319,sst2,gte-small,Triplet(gte-small)(lambda=5),5.0,TripletLoss,5000,0.818,0.789,0.848,"[{'semantic': 0.848, 'combined': 0.818, 'polarity': 0.789}]"
320,sst2,gte-small,Triplet(gte-small)(lambda=1),1.0,TripletLoss,5000,0.818,0.789,0.848,"[{'combined': 0.818, 'polarity': 0.789, 'semantic': 0.848}]"
321,sst2,gte-small,Triplet(gte-small)(lambda=0.1),0.1,TripletLoss,5000,0.818,0.788,0.848,"[{'semantic': 0.848, 'combined': 0.818, 'polarity': 0.788}]"
322,sst2,gte-small,Triplet(gte-small)(lambda=0.01),0.01,TripletLoss,5000,0.817,0.785,0.848,"[{'polarity': 0.785, 'semantic': 0.848, 'combined': 0.817}]"
323,sst2,gte-base,MultipleNegatives(gte-base),,MultipleNegativesRankingLoss,5000,0.822,0.808,0.837,"[{'combined': 0.822, 'polarity': 0.808, 'semantic': 0.837}]"
324,sst2,gte-base,OnlineContrastive(gte-base)(lambda=1),1.0,OnlineContrastiveLoss,5000,0.823,0.809,0.837,"[{'semantic': 0.837, 'combined': 0.823, 'polarity': 0.809}]"
325,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.75),0.75,OnlineContrastiveLoss,5000,0.823,0.809,0.837,"[{'polarity': 0.809, 'semantic': 0.837, 'combined': 0.823}]"
326,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.5),0.5,OnlineContrastiveLoss,5000,0.823,0.809,0.837,"[{'combined': 0.823, 'polarity': 0.809, 'semantic': 0.837}]"
327,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.25),0.25,OnlineContrastiveLoss,5000,0.822,0.807,0.837,"[{'combined': 0.822, 'polarity': 0.807, 'semantic': 0.837}]"
328,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.1),0.1,OnlineContrastiveLoss,5000,0.821,0.806,0.837,"[{'combined': 0.821, 'polarity': 0.806, 'semantic': 0.837}]"
329,sst2,gte-base,Contrastive(gte-base)(lambda=1),1.0,ContrastiveLoss,5000,0.823,0.809,0.837,"[{'combined': 0.823, 'polarity': 0.809, 'semantic': 0.837}]"
330,sst2,gte-base,Contrastive(gte-base)(lambda=0.75),0.75,ContrastiveLoss,5000,0.823,0.809,0.837,"[{'combined': 0.823, 'polarity': 0.809, 'semantic': 0.837}]"
331,sst2,gte-base,Contrastive(gte-base)(lambda=0.5),0.5,ContrastiveLoss,5000,0.823,0.809,0.837,"[{'combined': 0.823, 'polarity': 0.809, 'semantic': 0.837}]"
332,sst2,gte-base,Contrastive(gte-base)(lambda=0.25),0.25,ContrastiveLoss,5000,0.822,0.807,0.837,"[{'combined': 0.822, 'polarity': 0.807, 'semantic': 0.837}]"
333,sst2,gte-base,Contrastive(gte-base)(lambda=0.1),0.1,ContrastiveLoss,5000,0.821,0.805,0.837,"[{'polarity': 0.805, 'semantic': 0.837, 'combined': 0.821}]"
334,sst2,gte-base,Triplet(gte-base)(lambda=10),10.0,TripletLoss,5000,0.825,0.814,0.837,"[{'combined': 0.825, 'polarity': 0.814, 'semantic': 0.837}]"
335,sst2,gte-base,Triplet(gte-base)(lambda=7.5),7.5,TripletLoss,5000,0.826,0.814,0.837,"[{'combined': 0.826, 'polarity': 0.814, 'semantic': 0.837}]"
336,sst2,gte-base,Triplet(gte-base)(lambda=5),5.0,TripletLoss,5000,0.826,0.814,0.837,"[{'combined': 0.826, 'polarity': 0.814, 'semantic': 0.837}]"
337,sst2,gte-base,Triplet(gte-base)(lambda=1),1.0,TripletLoss,5000,0.826,0.814,0.837,"[{'combined': 0.826, 'polarity': 0.814, 'semantic': 0.837}]"
338,sst2,gte-base,Triplet(gte-base)(lambda=0.1),0.1,TripletLoss,5000,0.826,0.815,0.837,"[{'combined': 0.826, 'polarity': 0.815, 'semantic': 0.837}]"
339,sst2,gte-base,Triplet(gte-base)(lambda=0.01),0.01,TripletLoss,5000,0.824,0.812,0.837,"[{'combined': 0.824, 'polarity': 0.812, 'semantic': 0.837}]"
340,sst2,all-MiniLM-L6-v2,MultipleNegatives(minilm-6),,MultipleNegativesRankingLoss,2000,0.549,0.631,0.466,"[{'combined': 0.549, 'polarity': 0.631, 'semantic': 0.466}]"
341,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=1),1.0,OnlineContrastiveLoss,2000,0.548,0.63,0.466,"[{'polarity': 0.63, 'semantic': 0.466, 'combined': 0.548}]"
342,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.75),0.75,OnlineContrastiveLoss,2000,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
343,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.5),0.5,OnlineContrastiveLoss,2000,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
344,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.25),0.25,OnlineContrastiveLoss,2000,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
345,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.1),0.1,OnlineContrastiveLoss,2000,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
346,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=1),1.0,ContrastiveLoss,2000,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
347,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.75),0.75,ContrastiveLoss,2000,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
348,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.5),0.5,ContrastiveLoss,2000,0.548,0.629,0.466,"[{'combined': 0.548, 'polarity': 0.629, 'semantic': 0.466}]"
349,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.25),0.25,ContrastiveLoss,2000,0.548,0.629,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.629}]"
350,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.1),0.1,ContrastiveLoss,2000,0.548,0.629,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.629}]"
351,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=10),10.0,TripletLoss,2000,0.548,0.631,0.466,"[{'combined': 0.548, 'polarity': 0.631, 'semantic': 0.466}]"
352,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=7.5),7.5,TripletLoss,2000,0.549,0.631,0.466,"[{'combined': 0.549, 'polarity': 0.631, 'semantic': 0.466}]"
353,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=5),5.0,TripletLoss,2000,0.549,0.631,0.466,"[{'semantic': 0.466, 'combined': 0.549, 'polarity': 0.631}]"
354,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=1),1.0,TripletLoss,2000,0.549,0.631,0.466,"[{'combined': 0.549, 'polarity': 0.631, 'semantic': 0.466}]"
355,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.1),0.1,TripletLoss,2000,0.549,0.631,0.466,"[{'combined': 0.549, 'polarity': 0.631, 'semantic': 0.466}]"
356,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.01),0.01,TripletLoss,2000,0.549,0.631,0.466,"[{'semantic': 0.466, 'combined': 0.549, 'polarity': 0.631}]"
357,sst2,e5-small-v2,MultipleNegatives(e5-small),,MultipleNegativesRankingLoss,2000,0.835,0.816,0.855,"[{'combined': 0.835, 'polarity': 0.816, 'semantic': 0.855}]"
358,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=1),1.0,OnlineContrastiveLoss,2000,0.836,0.816,0.855,"[{'combined': 0.836, 'polarity': 0.816, 'semantic': 0.855}]"
359,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.75),0.75,OnlineContrastiveLoss,2000,0.835,0.816,0.855,"[{'combined': 0.835, 'polarity': 0.816, 'semantic': 0.855}]"
360,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.5),0.5,OnlineContrastiveLoss,2000,0.835,0.815,0.855,"[{'polarity': 0.815, 'semantic': 0.855, 'combined': 0.835}]"
361,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.25),0.25,OnlineContrastiveLoss,2000,0.835,0.814,0.855,"[{'combined': 0.835, 'polarity': 0.814, 'semantic': 0.855}]"
362,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.1),0.1,OnlineContrastiveLoss,2000,0.834,0.814,0.855,"[{'polarity': 0.814, 'semantic': 0.855, 'combined': 0.834}]"
363,sst2,e5-small-v2,Contrastive(e5-small)(lambda=1),1.0,ContrastiveLoss,2000,0.836,0.816,0.855,"[{'combined': 0.836, 'polarity': 0.816, 'semantic': 0.855}]"
364,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.75),0.75,ContrastiveLoss,2000,0.836,0.816,0.855,"[{'combined': 0.836, 'polarity': 0.816, 'semantic': 0.855}]"
365,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.5),0.5,ContrastiveLoss,2000,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
366,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.25),0.25,ContrastiveLoss,2000,0.835,0.814,0.855,"[{'combined': 0.835, 'polarity': 0.814, 'semantic': 0.855}]"
367,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.1),0.1,ContrastiveLoss,2000,0.834,0.814,0.855,"[{'combined': 0.834, 'polarity': 0.814, 'semantic': 0.855}]"
368,sst2,e5-small-v2,Triplet(e5-small)(lambda=10),10.0,TripletLoss,2000,0.836,0.817,0.855,"[{'semantic': 0.855, 'combined': 0.836, 'polarity': 0.817}]"
369,sst2,e5-small-v2,Triplet(e5-small)(lambda=7.5),7.5,TripletLoss,2000,0.836,0.817,0.855,"[{'combined': 0.836, 'polarity': 0.817, 'semantic': 0.855}]"
370,sst2,e5-small-v2,Triplet(e5-small)(lambda=5),5.0,TripletLoss,2000,0.836,0.817,0.855,"[{'combined': 0.836, 'polarity': 0.817, 'semantic': 0.855}]"
371,sst2,e5-small-v2,Triplet(e5-small)(lambda=1),1.0,TripletLoss,2000,0.836,0.817,0.855,"[{'combined': 0.836, 'polarity': 0.817, 'semantic': 0.855}]"
372,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.1),0.1,TripletLoss,2000,0.836,0.817,0.855,"[{'combined': 0.836, 'polarity': 0.817, 'semantic': 0.855}]"
373,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.01),0.01,TripletLoss,2000,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
374,sst2,gte-small,MultipleNegatives(gte-small),,MultipleNegativesRankingLoss,2000,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
375,sst2,gte-small,OnlineContrastive(gte-small)(lambda=1),1.0,OnlineContrastiveLoss,2000,0.813,0.779,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.779}]"
376,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.75),0.75,OnlineContrastiveLoss,2000,0.813,0.779,0.848,"[{'combined': 0.813, 'polarity': 0.779, 'semantic': 0.848}]"
377,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.5),0.5,OnlineContrastiveLoss,2000,0.814,0.779,0.848,"[{'polarity': 0.779, 'semantic': 0.848, 'combined': 0.814}]"
378,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.25),0.25,OnlineContrastiveLoss,2000,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
379,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.1),0.1,OnlineContrastiveLoss,2000,0.813,0.778,0.848,"[{'polarity': 0.778, 'semantic': 0.848, 'combined': 0.813}]"
380,sst2,gte-small,Contrastive(gte-small)(lambda=1),1.0,ContrastiveLoss,2000,0.813,0.779,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.779}]"
381,sst2,gte-small,Contrastive(gte-small)(lambda=0.75),0.75,ContrastiveLoss,2000,0.813,0.779,0.848,"[{'combined': 0.813, 'polarity': 0.779, 'semantic': 0.848}]"
382,sst2,gte-small,Contrastive(gte-small)(lambda=0.5),0.5,ContrastiveLoss,2000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
383,sst2,gte-small,Contrastive(gte-small)(lambda=0.25),0.25,ContrastiveLoss,2000,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
384,sst2,gte-small,Contrastive(gte-small)(lambda=0.1),0.1,ContrastiveLoss,2000,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
385,sst2,gte-small,Triplet(gte-small)(lambda=10),10.0,TripletLoss,2000,0.814,0.779,0.848,"[{'semantic': 0.848, 'combined': 0.814, 'polarity': 0.779}]"
386,sst2,gte-small,Triplet(gte-small)(lambda=7.5),7.5,TripletLoss,2000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
387,sst2,gte-small,Triplet(gte-small)(lambda=5),5.0,TripletLoss,2000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
388,sst2,gte-small,Triplet(gte-small)(lambda=1),1.0,TripletLoss,2000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
389,sst2,gte-small,Triplet(gte-small)(lambda=0.1),0.1,TripletLoss,2000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
390,sst2,gte-small,Triplet(gte-small)(lambda=0.01),0.01,TripletLoss,2000,0.814,0.779,0.848,"[{'combined': 0.814, 'polarity': 0.779, 'semantic': 0.848}]"
391,sst2,gte-base,MultipleNegatives(gte-base),,MultipleNegativesRankingLoss,2000,0.821,0.804,0.837,"[{'combined': 0.821, 'polarity': 0.804, 'semantic': 0.837}]"
392,sst2,gte-base,OnlineContrastive(gte-base)(lambda=1),1.0,OnlineContrastiveLoss,2000,0.821,0.805,0.837,"[{'polarity': 0.805, 'semantic': 0.837, 'combined': 0.821}]"
393,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.75),0.75,OnlineContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
394,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.5),0.5,OnlineContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
395,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.25),0.25,OnlineContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
396,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.1),0.1,OnlineContrastiveLoss,2000,0.821,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.821, 'polarity': 0.804}]"
397,sst2,gte-base,Contrastive(gte-base)(lambda=1),1.0,ContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
398,sst2,gte-base,Contrastive(gte-base)(lambda=0.75),0.75,ContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
399,sst2,gte-base,Contrastive(gte-base)(lambda=0.5),0.5,ContrastiveLoss,2000,0.821,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.821, 'polarity': 0.804}]"
400,sst2,gte-base,Contrastive(gte-base)(lambda=0.25),0.25,ContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
401,sst2,gte-base,Contrastive(gte-base)(lambda=0.1),0.1,ContrastiveLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
402,sst2,gte-base,Triplet(gte-base)(lambda=10),10.0,TripletLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
403,sst2,gte-base,Triplet(gte-base)(lambda=7.5),7.5,TripletLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
404,sst2,gte-base,Triplet(gte-base)(lambda=5),5.0,TripletLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
405,sst2,gte-base,Triplet(gte-base)(lambda=1),1.0,TripletLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
406,sst2,gte-base,Triplet(gte-base)(lambda=0.1),0.1,TripletLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
407,sst2,gte-base,Triplet(gte-base)(lambda=0.01),0.01,TripletLoss,2000,0.821,0.805,0.837,"[{'combined': 0.821, 'polarity': 0.805, 'semantic': 0.837}]"
408,sst2,all-MiniLM-L6-v2,MultipleNegatives(minilm-6),,MultipleNegativesRankingLoss,500,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
409,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=1),1.0,OnlineContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
410,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.75),0.75,OnlineContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
411,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.5),0.5,OnlineContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
412,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.25),0.25,OnlineContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
413,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.1),0.1,OnlineContrastiveLoss,500,0.548,0.63,0.466,"[{'polarity': 0.63, 'semantic': 0.466, 'combined': 0.548}]"
414,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=1),1.0,ContrastiveLoss,500,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
415,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.75),0.75,ContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
416,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.5),0.5,ContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
